  id   |                           character                           | order_of_appearance | movie_id | person_ext_id 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | He is best known for his role in the original Netflix series Dark (2017-20), and his roles in the war drama Under Sandet (2015) for which he won a Bodil Award for Best Supporting Actor. He gained recognition in Germany through his work in Tom Sawyer (2011) and Freistatt (2015). He also starred as Phil in the romantic drama Die Mitte der Welt (2016)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
 1041210 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 1959-06-11 |            |      2 | https://www.straeger.co.uk/                                            | nm1870161  | Acting               | Anthony Straeger            | Bradford, Yorkshire, England                                                  |      1.637 | /3bk6ceNgeXrnL58Ibg357sBZwaj.jpg
 1048560 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      2 |                                                                        | nm0578485  | Acting               | Johnny Melville             |                                                                               |      1.655 | /6G4ZDTDByPS2bF711ZLe8StiodR.jpg
   41276 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 1995-01-01 |            |      2 |                                                                        | nm1745451  | Acting               | Karl Alexander Seidel       | Berlin, Germany                                                               |      1.018 | /xFzdatrJrKui8lqx0fimyqhV5AB.jpg
 1215522 | false | {}                                                                                                                                                                                                                 | Robin Roberts is an American television broadcaster.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 1960-11-23 |            |      1 |                                                                        | nm0731533  | Acting               | Robin Roberts               |                                                                               |      3.724 | /46AIzt0T5klz2a37adyScGcs6oO.jpg
 2136817 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      0 |                                                                        |            | Art                  | Natalie Wetzig              |                                                                               |      1.033 | 
 1013156 | false | {米克尔·福尔斯加德}                                                                                                                                                                                                | Mikkel Boe Følsgaard is a young danish actor. In 2012, he won the award of Best Male Actor at the Berlinale for his appearance in the movie A Royal Affair, while still attending theatre school, Statens Teaterskole in Copenhagen. He graduated in the summer of 2012.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 1984-05-01 |            |      2 |                                                                        | nm3140538  | Acting               | Mikkel Boe Følsgaard        | Rønne, Bornholm, Danmark                                                      |      1.832 | /oKC5KLsbj0npfRJA3j9nEIMglmg.jpg
  223477 | false | {"Йоель Басман"}                                                                                                                                                                                                   | Joel Basman (born 23 January 1990) is a Swiss actor.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +| 1990-01-23 |            |      2 | http://www.joelbasman.ch/                                              | nm2056274  | Acting               | Joel Basman                 | Zürich, Switzerland                                                           |      9.271 | /uaBcyvAe8t5x5OuRiX50rPkTda6.jpg
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Basman was born in Zurich, Switzerland, to a Swiss Christian mother and an Israeli-Jewish father, both of whom were tailors in the Swiss fashion industry. He grew up in the neighborhood of Aussersihl and was raised bilingual, speaking Swiss-German and Hebrew. He has one older sister who resides in Israel.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | In 2004 he started his career and played a bold teenager named Zizou for the weekly soap opera Lüthi und Blanc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | In 2007 director Tobias Ineichen gave the main part to Joel for his film Jimmie. There he played an autistic boy. In February 2008 he got the prize Shooting Star for his part as a Russian teenager on the film Luftibus, written by director Dominque de Rivaz. In September 2008 Joel received the Schweizer Fernsehpreis (Swiss TV-Prize) in the category film. In October 2008 he got the prize for the best main part from Cinema Tous Ecrans.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | At the Schauspielhaus Zürich Joel Basman acted 2003 for a youth-theatre project. In 2004 and 2005 he played with students, who were at their final project. He finished his studies at the"European Film Actor School" in October 2008.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | In 2012 Basman got a part as Bertel in the three-piece TV film Unsere Mütter, unsere Väter (Our mothers, our fathers). He also played Pascal in the Swiss TV-film Ziellos (Aimless).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Joel Basman played as Sebastien Leclercq in a game called ‘Late Shift’ in 2016.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | In 2018, Basman played the lead role in Wolkenbruch's Wondrous Journey Into the Arms of a Shiksa, picked up by Netflix.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Source: Article "Joel Basman" from Wikipedia in English, licensed under CC-BY-SA 3.0.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
 1546093 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      0 |                                                                        | nm6607721  | Acting               | Alexander Rasch             |                                                                               |      1.894 | /ivDHawbJYjUUX7mBp2kbbmpER0t.jpg
